ID_IE,department,urban.rural,treatment,Ttl_teaching_periods,Teaching_Grade,Work_Shift_G7,Multigrade_G7,Teaching_other_subject_G7,Year_Start_teach,Year_Start_this_school,Teachr_Qualification__1,Teachr_Qualification__2,Teachr_Qualification__3,Teachr_Qualification__4,Teachr_Qualification__5,Teachr_Qualification__6,Teachr_Qualification__7,Teachr_Qualification__8,Teachr_Apontmt_Post__1,Teachr_Apontmt_Post__2,Teachr_Apontmt_Post__3,Teachr_Apontmt_Post__4,Inductive_Training,Classroom_Situation__1,Classroom_Situation__2,Classroom_Situation__3,Classroom_Situation__4,No_Students_F_G7,No_Students_M_G7,No_Students_Ttl_G7,Grade,No_Students_Female,No_Students_Male,Total_No_Students,treatment_d,Teacher_Sex,Highest_Degree_highschool,Highest_Degree_professorate,Highest_Degree_bachelor,Highest_Degree_master,Highest_Degree_doctor,Work_Shift_G7_morning,Work_Shift_G7_afternoon,Work_Shift_G7_both,Year_Start_teach_r,Teacher_Age
432229,SAN MIGUEL,Rural,Control,25,0,1,2,0,2012,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,13,12,25,7,12,10,22,0,1,0,1,0,0,0,1,0,0,7,34
430300,SAN MIGUEL,Rural,Control,25,0,1,2,0,1992,1995,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,15,13,28,7,15,12,27,0,0,0,1,0,0,0,1,0,0,27,50
434443,SAN MIGUEL,Rural,Control,25,0,1,2,0,2001,2010,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1,1,0,5,7,12,7,5,5,10,0,0,0,1,0,0,0,1,0,0,18,39
418596,SAN MIGUEL,Rural,Treatment,50,0,2,2,0,1995,1995,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,13,9,22,7,13,9,22,1,1,0,1,0,0,0,0,1,0,24,45
420786,SAN MIGUEL,Rural,Treatment,25,0,1,2,1,2004,2004,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,8,6,14,7,4,4,8,1,0,0,1,0,0,0,1,0,0,15,47
419634,SAN MIGUEL,Rural,Treatment,25,0,1,2,0,2007,2007,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,11,15,26,7,10,15,25,1,0,0,0,1,0,0,1,0,0,12,38
431802,SAN MIGUEL,Rural,Control,5,0,2,2,0,2013,2016,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,11,14,25,7,10,11,21,0,0,0,0,1,0,0,0,1,0,6,27
433256,SAN MIGUEL,Rural,Control,5,0,1,2,0,1993,2000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,20,29,49,7,19,25,44,0,1,0,1,0,0,0,1,0,0,26,45
431814,SAN MIGUEL,Rural,Control,25,0,1,2,1,2000,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,20,14,34,7,20,12,32,0,0,0,0,1,0,0,1,0,0,19,39
428482,SAN MIGUEL,Urbana,Control,29,0,1,2,0,1995,2015,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,22,17,39,7,21,17,38,0,1,0,1,0,0,0,1,0,0,24,57
415170,SAN MIGUEL,Urbana,Treatment,5,0,1,2,0,1995,2006,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,19,20,39,7,20,14,34,1,1,0,1,0,0,0,1,0,0,24,50
430286,SAN MIGUEL,Urbana,Control,20,0,3,2,0,2004,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,16,22,7,6,13,19,0,0,0,1,0,0,0,0,0,1,15,42
429613,SAN MIGUEL,Urbana,Control,15,0,1,2,1,1993,2005,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,8,25,33,7,8,24,32,0,0,0,1,0,0,0,1,0,0,26,44
434096,SAN MIGUEL,Rural,Control,49,0,2,2,1,2011,2015,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,9,6,15,7,9,5,14,0,0,0,0,1,0,0,0,1,0,8,32
415656,SAN MIGUEL,Urbana,Treatment,7,0,1,2,0,2013,2018,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,1,12,17,29,7,9,16,25,1,0,0,0,0,1,0,1,0,0,6,27
417208,SAN MIGUEL,Urbana,Treatment,5,0,1,2,0,2004,2013,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,14,16,30,7,14,12,26,1,1,0,1,0,0,0,1,0,0,15,40
416079,SAN MIGUEL,Urbana,Treatment,25,0,1,2,0,2013,2016,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,16,16,32,7,9,19,28,1,1,0,1,0,0,0,1,0,0,6,26
433278,SAN MIGUEL,Rural,Control,25,0,1,2,0,2000,2010,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,14,20,34,7,14,19,33,0,0,0,1,0,0,0,1,0,0,19,46
417287,SAN MIGUEL,Urbana,Treatment,5,0,1,2,0,2001,2003,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,21,10,31,7,20,10,30,1,1,0,0,1,0,0,1,0,0,18,40
430633,SAN MIGUEL,Urbana,Control,25,0,1,2,0,1994,2004,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,8,15,23,7,6,11,17,0,1,0,1,0,0,0,1,0,0,25,48
324228,LA UNION,Rural,Treatment,25,0,2,2,1,1985,2001,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,10,7,17,7,10,7,17,1,0,0,1,0,0,0,0,1,0,34,55
323882,LA UNION,Urbana,Treatment,25,0,1,2,0,2016,2018,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,21,12,33,7,21,12,33,1,1,0,0,1,0,0,1,0,0,3,26
332884,LA UNION,Rural,Control,5,0,1,2,0,1996,2006,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,7,9,16,7,7,6,13,0,0,0,0,1,0,0,1,0,0,23,43
325049,LA UNION,Rural,Treatment,30,0,1,2,0,1981,2001,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,10,11,21,7,10,11,21,1,1,0,1,0,0,0,1,0,0,38,58
324253,LA UNION,Urbana,Treatment,30,0,3,2,0,1990,1990,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8,7,15,7,7,8,15,1,0,0,0,1,0,0,0,0,1,29,58
325427,LA UNION,Rural,Treatment,10,0,2,2,0,2015,2015,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,8,4,12,7,7,3,10,1,0,0,0,1,0,0,0,1,0,4,29
333692,LA UNION,Rural,Control,5,0,1,2,0,1996,2005,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,4,7,11,7,4,6,10,0,0,0,1,0,0,0,1,0,0,23,42
324550,LA UNION,Urbana,Treatment,50,0,3,2,0,2002,2002,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,19,10,29,7,16,9,25,1,0,0,1,0,0,0,0,0,1,17,45
334274,LA UNION,Rural,Control,9,0,1,2,0,2005,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,8,11,19,7,8,11,19,0,1,0,1,0,0,0,1,0,0,14,46
325383,LA UNION,Urbana,Treatment,39,0,1,2,1,2002,2004,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,23,22,45,7,22,19,41,1,1,0,1,0,0,0,1,0,0,17,37
326480,LA UNION,Rural,Treatment,25,0,1,2,0,2015,2017,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,1,1,6,8,14,7,5,7,12,1,0,0,0,1,0,0,1,0,0,4,29
327222,LA UNION,Rural,Treatment,25,0,3,2,0,1998,2009,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,13,15,28,7,10,12,22,1,1,0,0,1,0,0,0,0,1,21,51
327789,LA UNION,Rural,Treatment,25,0,1,2,0,2013,2017,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,11,10,21,7,9,10,19,1,0,0,0,1,0,0,1,0,0,6,32
335652,LA UNION,Rural,Control,30,0,3,2,0,2004,2016,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4,8,12,7,4,7,11,0,1,0,1,0,0,0,0,0,1,15,34
336146,LA UNION,Rural,Control,3,0,1,2,0,2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,4,3,7,7,4,3,7,0,0,0,1,0,0,0,1,0,0,2,21
336552,LA UNION,Rural,Control,50,0,2,2,0,2010,2015,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,8,13,21,7,7,6,13,0,0,0,0,1,0,0,0,1,0,9,37
337291,LA UNION,Rural,Control,25,0,1,1,0,1993,2006,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,7,10,7,3,5,8,0,0,0,1,0,0,0,1,0,0,26,46
337326,LA UNION,Urbana,Control,50,0,1,2,0,2006,2012,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,10,6,16,7,8,5,13,0,0,0,1,0,0,0,1,0,0,13,33
337678,LA UNION,Urbana,Control,10,0,1,2,0,2001,2010,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,14,9,23,7,13,9,22,0,1,0,0,1,0,0,1,0,0,18,39
337718,LA UNION,Urbana,Control,25,0,2,2,0,1986,2001,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,8,16,24,7,8,14,22,0,1,0,0,1,0,0,0,1,0,33,44
329857,LA UNION,Rural,Treatment,25,0,2,2,0,1993,2016,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,8,11,7,2,8,10,1,1,0,1,0,0,0,0,1,0,26,50
338032,LA UNION,Urbana,Control,50,0,3,2,0,1997,2010,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,7,12,19,7,7,12,19,0,0,0,0,1,0,0,0,0,1,22,41
330664,LA UNION,Rural,Treatment,50,0,2,2,1,1992,1992,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,3,9,12,7,3,8,11,1,1,0,1,0,0,0,0,1,0,27,48
338858,LA UNION,Urbana,Control,25,0,1,2,0,1993,2000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,15,14,29,7,14,14,28,0,1,0,0,1,0,0,1,0,0,26,51
1331929,CABANAS,Urbana,Control,45,0,2,2,1,2001,2001,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,9,14,23,7,8,13,21,0,1,0,1,0,0,0,0,1,0,18,51
440197,SAN MIGUEL,Urbana,Treatment,25,0,1,2,0,2015,2018,0,1,0,0,0,1,0,0,0,1,0,0,2,1,1,1,0,19,18,37,7,19,18,37,1,0,0,0,1,0,0,1,0,0,4,28
453508,SAN MIGUEL,Urbana,Control,10,0,2,2,0,1987,2011,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7,7,14,7,7,7,14,0,1,0,1,0,0,0,0,1,0,32,57
720472,SAN VICENTE,Urbana,Control,25,0,1,2,0,2005,2012,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,20,18,38,7,19,18,37,0,1,0,1,0,0,0,1,0,0,14,39
1929351,SAN MIGUEL,Rural,Treatment,20,0,2,2,0,2013,2013,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,10,8,18,7,9,8,17,1,1,0,1,0,0,0,0,1,0,6,27
6869467,CABANAS,Rural,Treatment,7,0,2,2,0,2013,2015,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,3,7,10,7,3,6,9,1,0,0,1,0,0,0,0,1,0,6,25
7529307,CABANAS,Rural,Control,25,0,2,2,0,2003,2005,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,9,6,15,7,9,6,15,0,0,0,1,0,0,0,0,1,0,16,36
6882172,CABANAS,Rural,Treatment,5,0,2,2,0,2010,2011,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,15,15,30,7,13,14,27,1,0,0,1,0,0,0,0,1,0,9,28
7492808,CABANAS,Rural,Control,25,0,1,1,1,2012,2015,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,6,8,14,7,4,4,8,0,0,0,1,0,0,0,1,0,0,7,43
7590519,CABANAS,Rural,Control,5,0,2,2,0,2012,2018,0,1,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,10,5,15,7,10,5,15,0,1,0,1,0,0,0,0,1,0,7,27
6858251,CABANAS,Rural,Treatment,50,0,2,2,0,2013,2016,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,11,11,22,7,11,10,21,1,0,0,1,0,0,0,0,1,0,6,31
7560537,CABANAS,Rural,Control,5,0,2,2,0,2002,2006,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,0,1,7,3,10,7,5,2,7,0,0,0,1,0,0,0,0,1,0,17,39
7538652,CABANAS,Rural,Control,2,0,1,1,1,1999,2001,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,1,1,2,7,1,1,2,0,0,0,1,0,0,0,1,0,0,20,44
7546230,CABANAS,Rural,Control,49,0,2,1,0,2006,2013,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,5,3,8,7,3,2,5,0,0,0,1,0,0,0,0,1,0,13,50
6822870,CABANAS,Rural,Treatment,5,0,2,2,0,2010,2011,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,4,2,6,7,4,1,5,1,0,0,0,1,0,0,0,1,0,9,30
3867229,SAN VICENTE,Rural,Control,5,0,1,1,0,1998,1998,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,4,4,7,0,1,1,0,1,0,1,0,0,0,1,0,0,21,62
3865610,SAN VICENTE,Rural,Control,25,0,2,2,0,2016,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,6,5,11,7,6,4,10,0,1,0,1,0,0,0,0,1,0,3,28
3706176,SAN VICENTE,Rural,Treatment,50,0,2,2,0,2001,2001,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,9,8,17,7,4,5,9,1,1,0,1,0,0,0,0,1,0,18,44
3860515,SAN VICENTE,Rural,Control,49,0,2,2,0,2006,2007,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,4,8,12,7,3,7,10,0,1,0,0,1,0,0,0,1,0,13,48
3703227,SAN VICENTE,Rural,Treatment,5,0,2,2,0,2005,2005,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,8,9,17,7,8,9,17,1,1,0,1,0,0,0,0,1,0,14,45
3714089,SAN VICENTE,Rural,Treatment,25,0,2,2,0,2012,2016,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,2,7,8,4,12,1,1,0,1,0,0,0,0,1,0,7,31
3884221,SAN VICENTE,Rural,Control,5,0,2,2,1,2001,2002,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,7,4,11,7,7,3,10,0,1,0,1,0,0,0,0,1,0,18,53
3687854,SAN VICENTE,Rural,Treatment,25,0,2,2,1,2000,2003,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,9,10,19,7,9,10,19,1,0,0,1,0,0,0,0,1,0,19,41
3689740,SAN VICENTE,Rural,Treatment,50,0,2,2,1,2012,2013,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,11,17,28,7,11,8,19,1,1,0,1,0,0,0,0,1,0,7,28
3896206,SAN VICENTE,Rural,Control,40,0,1,2,0,2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,5,5,10,7,5,5,10,0,0,0,1,0,0,0,1,0,0,2,22
3685269,SAN VICENTE,Rural,Treatment,25,0,2,2,0,2000,2002,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,4,2,6,7,4,2,6,1,1,0,1,0,0,0,0,1,0,19,42
3877546,SAN VICENTE,Rural,Control,25,0,2,2,1,2014,2018,0,1,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,8,5,13,7,8,3,11,0,0,0,0,1,0,0,0,1,0,5,29
3899401,SAN VICENTE,Rural,Control,51,0,2,2,0,2007,2007,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,13,12,25,7,11,9,20,0,1,0,0,1,0,0,0,1,0,12,31
3675659,SAN VICENTE,Rural,Treatment,10,0,3,2,1,2004,2004,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,15,13,28,7,12,11,23,1,1,0,1,0,0,0,0,0,1,15,35
3714320,SAN VICENTE,Rural,Treatment,30,0,2,2,1,2012,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,7,6,18,24,1,1,0,1,0,0,0,0,1,0,7,30
3867162,SAN VICENTE,Rural,Control,50,0,2,2,0,2013,2018,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,4,3,7,7,3,3,6,0,1,0,1,0,0,0,0,1,0,6,29
3684851,SAN VICENTE,Rural,Treatment,5,0,2,1,0,2012,2012,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,4,5,7,1,3,4,1,1,0,0,1,0,0,0,1,0,7,35
3681707,SAN VICENTE,Rural,Treatment,50,0,2,2,0,2002,2003,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,8,6,14,7,6,5,11,1,1,0,1,0,0,0,0,1,0,17,42
3881461,SAN VICENTE,Rural,Control,5,0,2,2,0,2001,2001,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,9,14,23,7,8,11,19,0,0,0,0,1,0,0,0,1,0,18,50
3893220,SAN VICENTE,Rural,Control,50,0,2,2,0,2008,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,10,7,17,7,6,9,15,0,1,0,1,0,0,0,0,1,0,11,34
2624872,SAN MIGUEL,Rural,Treatment,10,0,2,2,0,2009,2009,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,6,11,17,7,7,7,14,1,1,0,0,1,0,0,0,1,0,10,41
2731712,SAN MIGUEL,Rural,Control,30,0,2,2,0,1999,2007,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,7,9,16,7,7,6,13,0,0,0,1,0,0,0,0,1,0,20,43
2703164,SAN MIGUEL,Rural,Control,10,0,2,2,1,1998,2005,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,5,3,8,7,5,3,8,0,0,0,1,0,0,0,0,1,0,21,47
2621853,SAN MIGUEL,Rural,Treatment,20,0,1,2,0,1998,2004,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,6,5,11,7,5,5,10,1,1,0,1,0,0,0,1,0,0,21,41
2619304,SAN MIGUEL,Rural,Treatment,30,0,3,2,1,2017,2017,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,9,10,19,7,9,10,19,1,0,0,0,1,0,0,0,0,1,2,33
2621974,SAN MIGUEL,Rural,Treatment,50,0,2,2,0,1997,1997,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,10,11,7,1,9,10,1,0,0,1,0,0,0,0,1,0,22,44
2638926,SAN MIGUEL,Rural,Treatment,50,0,2,1,0,2003,2007,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2,6,8,7,2,6,8,1,1,0,1,0,0,0,0,1,0,16,43
2727508,SAN MIGUEL,Rural,Control,30,0,2,1,0,2014,2017,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,3,7,10,7,2,7,9,0,1,0,1,0,0,0,0,1,0,5,26
2732989,SAN MIGUEL,Rural,Control,10,0,2,1,0,1993,2003,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,6,8,14,7,4,6,10,0,1,0,1,0,0,0,0,1,0,26,41
2724859,SAN MIGUEL,Rural,Control,30,0,2,2,1,2002,2006,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,11,13,24,7,11,12,23,0,1,0,1,0,0,0,0,1,0,17,41
2647565,SAN MIGUEL,Rural,Treatment,10,0,2,2,0,2012,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,9,7,16,7,8,6,14,1,0,0,1,0,0,0,0,1,0,7,28
2640257,SAN MIGUEL,Rural,Treatment,10,0,2,2,0,2016,2016,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,12,17,29,7,11,18,29,1,0,0,1,0,0,0,0,1,0,3,27
2633547,SAN MIGUEL,Rural,Treatment,25,0,2,2,0,2004,2006,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,5,4,9,7,5,3,8,1,0,0,0,1,0,0,0,1,0,15,41
2709403,SAN MIGUEL,Rural,Control,25,0,2,2,0,2010,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,12,19,31,7,11,16,27,0,0,0,1,0,0,0,0,1,0,9,43
2712252,SAN MIGUEL,Rural,Control,45,0,1,1,1,2014,2018,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,3,1,4,7,3,1,4,0,1,0,1,0,0,0,1,0,0,5,27
2644173,SAN MIGUEL,Rural,Treatment,46,0,2,2,1,2016,2016,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,13,17,30,7,13,16,29,1,1,0,0,1,0,0,0,1,0,3,25
2622286,SAN MIGUEL,Rural,Treatment,50,0,2,2,0,2012,2013,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,7,8,15,7,6,7,13,1,1,0,1,0,0,0,0,1,0,7,31
2731327,SAN MIGUEL,Rural,Control,49,0,2,2,0,1998,2001,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,8,9,17,7,6,11,17,0,1,0,0,1,0,0,0,1,0,21,54
2732502,SAN MIGUEL,Rural,Control,25,0,2,2,0,1998,2004,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,12,8,20,7,12,4,16,0,1,0,0,1,0,0,0,1,0,21,43
2631881,SAN MIGUEL,Rural,Treatment,50,0,2,2,0,1980,2009,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,7,4,11,7,5,4,9,1,1,0,0,1,0,0,0,1,0,39,62
2709202,SAN MIGUEL,Rural,Control,30,0,2,1,1,1998,2001,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,2,1,3,7,2,1,3,0,0,0,0,1,0,0,0,1,0,21,47
2711984,SAN MIGUEL,Rural,Control,5,0,2,1,1,2004,2016,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,4,1,5,7,4,1,5,0,0,0,1,0,0,0,0,1,0,15,38
2627863,SAN MIGUEL,Rural,Treatment,25,0,2,1,1,1997,2001,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,6,7,1,5,6,1,0,0,0,1,0,0,0,1,0,22,46
2716534,SAN MIGUEL,Rural,Control,50,0,2,2,0,1996,2002,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,6,6,12,7,5,4,9,0,1,0,0,1,0,0,0,1,0,23,49
2730143,SAN MIGUEL,Rural,Control,10,0,2,1,1,1998,2009,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,4,7,11,7,7,4,11,0,1,0,1,0,0,0,0,1,0,21,42
2645958,SAN MIGUEL,Rural,Treatment,25,0,2,1,0,2013,2016,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,7,0,7,7,6,0,6,1,1,0,1,0,0,0,0,1,0,6,29
2146618,LA UNION,Rural,Control,25,0,2,2,0,1999,2009,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,13,11,24,7,12,10,22,0,1,0,0,1,0,0,0,1,0,20,41
2093358,LA UNION,Rural,Treatment,25,0,2,2,0,1996,1996,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,3,7,7,4,3,7,1,1,0,0,1,0,0,0,1,0,23,55
2148826,LA UNION,Rural,Control,25,0,1,2,0,2003,2007,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8,13,21,7,7,11,18,0,0,0,1,0,0,0,1,0,0,16,44
2095351,LA UNION,Rural,Treatment,10,0,2,2,0,1997,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,7,5,12,7,7,5,12,1,1,0,1,0,0,0,0,1,0,22,59
2152349,LA UNION,Rural,Control,25,0,2,2,0,2001,2003,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,6,10,16,7,6,9,15,0,0,0,1,0,0,0,0,1,0,18,45
8617448,CABANAS,Rural,Control,1,0,2,2,0,2003,2003,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,12,11,23,7,12,11,23,0,1,0,1,0,0,0,0,1,0,16,40
8652652,CABANAS,Urbana,Control,1,0,1,2,0,2016,2016,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1,1,16,21,37,7,15,22,37,0,0,0,0,1,0,0,1,0,0,3,25
8661259,CABANAS,Urbana,Control,10,0,1,2,0,1995,1999,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,36,0,36,7,37,0,37,0,0,0,0,1,0,0,1,0,0,24,43
4332809,SAN VICENTE,Urbana,Control,30,0,3,2,0,2009,2013,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,16,24,40,7,15,24,39,0,0,0,0,1,0,0,0,0,1,10,30
4137529,SAN VICENTE,Urbana,Treatment,56,0,1,2,0,2007,2015,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,27,30,57,7,23,28,51,1,1,0,0,1,0,0,1,0,0,12,31
4393466,SAN VICENTE,Rural,Control,39,0,1,2,0,2014,2018,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8,8,16,7,5,8,13,0,0,0,0,1,0,0,1,0,0,5,26
2801081,SAN MIGUEL,Urbana,Treatment,18,0,1,2,1,2016,2016,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,28,0,28,7,28,0,28,1,0,0,0,1,0,0,1,0,0,3,33
4342287,SAN VICENTE,Urbana,Control,25,0,1,2,0,1965,2003,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,20,17,37,7,18,14,32,0,1,0,1,0,0,0,1,0,0,54,72
4344477,SAN VICENTE,Urbana,Control,50,0,1,2,0,2002,2002,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,16,10,26,7,15,9,24,0,1,0,1,0,0,0,1,0,0,17,40
4331858,SAN VICENTE,Urbana,Control,24,0,1,2,0,1999,2016,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,15,8,23,7,14,8,22,0,1,0,0,1,0,0,1,0,0,20,41
4349852,SAN VICENTE,Urbana,Control,50,0,1,2,0,2015,2016,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,11,19,30,7,11,19,30,0,0,0,1,0,0,0,1,0,0,4,25
2806975,SAN MIGUEL,Urbana,Treatment,17,0,1,2,0,2012,2012,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,14,30,7,16,13,29,1,1,0,0,1,0,0,1,0,0,7,26
7885331,CABANAS,Urbana,Treatment,25,0,2,2,1,2016,2016,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,7,8,15,7,7,8,15,1,1,0,1,0,0,0,0,1,0,3,27
